industry,occupation,yrs_qual,sex,highest_qual,area_of_study,influencing,negotiating,sector,workforce_change,no_subordinates,choose_hours,choose_method,job_quals,qual_needed,experience_needed,keeping_current,satisfaction,advising,instructing,problem_solving_quick,problem_solving_long,labour,manual_skill,computer,group_meetings,computer_level,monthly_salary
K,2,16,1,12,5,1,1,1,2,0,4,4,12,2,5,3,3,3,2,5,3,1,5,1,4,3,4416.6666667
J,7,12,1,7,6,1,1,1,3,0,1,3,7,1,1,3,1,4,2,4,4,5,5,2,1,0,4095.0
G,3,13,2,9,8,5,1,1,1,0,5,5,7,1,5,4,2,2,3,4,2,4,5,1,1,1,2513.3333333
G,5,12,1,7,1,2,4,3,1,2,2,4,7,1,5,2,3,4,5,5,3,5,2,1,2,2,2183.3333333
K,1,12,1,7,5,5,5,1,3,4,1,2,12,2,4,5,2,5,5,5,5,1,5,1,1,2,4666.6666667
Q,5,12,2,7,4,1,2,1,1,0,3,3,9,3,2,3,2,1,2,4,3,1,4,1,3,1,1245.8333333
C,3,14,2,11,4,2,4,1,1,0,1,1,11,3,6,1,2,4,2,5,3,2,5,1,4,2,3000.0
G,3,12,2,7,8,1,1,2,3,0,2,3,7,2,5,5,1,3,3,5,5,1,5,1,1,1,2346.6666667
K,4,16,2,12,4,1,1,1,1,0,1,5,12,2,1,2,2,1,1,5,4,1,5,1,1,1,1991.6666667
C,9,12,2,7,1,1,1,1,3,0,4,3,7,1,3,2,2,4,1,2,2,5,5,1,1,1,1800.0
P,2,18,2,13,2,5,5,2,2,0,1,4,12,1,3,5,1,5,2,5,4,5,5,1,1,2,3500.0
P,2,18,2,13,8,2,1,2,3,0,1,4,13,1,1,4,2,5,3,4,3,1,1,1,2,2,4000.0
G,9,9,2,3,0,3,1,1,1,0,3,4,3,3,3,4,1,4,4,4,2,4,5,1,1,1,1072.5
K,2,19,2,13,4,5,5,1,3,4,3,3,13,1,6,5,1,4,4,5,4,1,5,1,5,2,17166.666667
I,9,12,1,7,1,5,4,1,3,0,1,5,3,1,6,5,1,5,4,3,3,5,5,2,1,0,1350.0
G,9,9,2,3,0,5,1,2,3,0,1,3,3,2,1,3,2,5,2,3,1,5,5,2,1,0,1386.6666667
F,9,9,2,3,0,4,3,1,3,0,5,3,1,1,3,5,1,5,5,5,5,5,5,1,1,1,2600.0
H,9,16,1,12,9,3,1,1,3,1,2,2,7,1,1,1,2,3,2,3,1,1,2,2,1,0,682.5
K,4,14,2,11,8,5,4,1,3,0,2,3,7,1,1,5,2,4,4,3,3,1,5,1,2,2,1867.5333333
P,2,18,1,13,2,5,1,3,3,1,2,3,12,1,4,2,1,5,5,5,5,1,5,1,2,1,5833.3333333
O,1,14,2,11,4,2,1,2,2,2,2,4,12,2,6,5,3,5,4,5,5,1,5,1,5,3,2825.3333333
S,3,6,2,2,0,5,5,3,1,0,3,3,7,1,3,5,2,5,5,5,5,5,5,1,5,1,2270.0
C,8,14,1,11,3,1,1,1,1,0,1,1,7,3,5,5,2,1,3,4,2,2,5,2,1,0,5283.3333333
G,5,12,1,7,4,5,5,1,3,1,1,4,7,1,1,4,2,5,2,5,5,5,5,1,2,2,2816.6666667
H,9,12,1,7,4,2,3,1,3,0,5,4,7,2,1,2,4,2,2,4,1,5,5,2,1,0,4116.6666667
K,2,16,2,12,5,3,1,1,2,0,2,3,12,1,5,2,2,3,2,5,4,1,1,1,3,3,10416.666667
C,7,16,1,12,6,2,2,1,3,2,3,4,9,1,6,4,2,5,3,5,4,5,5,1,1,2,5666.6666667
I,5,9,2,3,0,5,1,1,2,0,3,4,3,1,1,1,1,4,5,5,4,5,5,1,1,1,1906.6666667
J,2,16,1,12,5,5,4,1,1,0,3,4,12,1,5,4,2,4,2,4,5,1,5,1,1,3,5416.6666667
G,9,9,1,3,0,1,5,1,3,0,3,1,1,1,5,5,2,5,1,1,1,2,5,2,1,0,1083.3333333
P,3,14,2,11,3,5,1,2,1,2,4,5,11,1,5,2,1,5,1,4,3,1,5,1,2,2,7668.3333333
Q,2,18,2,13,4,5,5,2,3,0,2,4,13,1,5,2,2,5,5,5,5,5,5,1,2,2,7000.0
Q,5,13,2,9,8,2,2,1,2,0,4,4,7,1,4,2,2,3,1,3,2,5,5,1,1,1,381.33333333
K,3,16,2,12,6,2,1,1,2,0,2,3,12,2,4,2,2,2,2,5,4,1,5,1,2,2,3883.3333333
I,1,16,1,12,4,4,5,1,1,1,3,3,12,1,3,5,2,5,4,5,4,2,5,1,3,1,5833.3333333
O,3,16,1,12,4,1,1,2,3,0,1,2,12,1,5,1,1,1,1,3,1,1,4,1,1,1,3206.6666667
I,1,12,2,7,1,4,4,1,3,1,4,4,7,1,3,5,3,4,3,4,3,5,5,1,1,2,938.16666667
Q,5,14,2,11,1,4,5,1,1,0,1,3,7,1,5,5,1,5,5,5,4,5,4,1,1,1,2291.6666667
O,3,14,1,11,6,2,1,2,3,0,2,3,9,1,5,5,1,2,1,5,5,5,5,1,3,1,3078.6666667
Q,5,9,2,3,0,1,1,1,1,0,1,4,7,3,5,1,1,1,1,1,1,1,5,2,1,0,1066.0
G,4,9,1,3,0,4,5,1,3,0,3,5,7,1,1,5,2,5,2,5,3,4,5,1,1,2,1690.0833333
Q,2,14,2,11,8,3,4,1,3,4,3,3,11,1,6,5,2,5,5,5,5,3,4,1,2,2,6933.3333333
G,5,12,2,7,1,5,5,1,2,0,2,3,7,1,1,5,3,5,5,5,5,5,5,1,1,1,2507.8333333
G,5,12,2,7,1,1,1,1,1,0,3,2,7,1,5,5,2,1,5,4,4,5,5,1,1,1,2063.3333333
G,3,12,1,7,3,5,5,1,1,0,3,3,7,3,1,3,2,5,3,5,4,3,2,1,1,1,4200.0
H,8,16,2,12,8,5,5,1,1,0,2,2,7,2,3,2,2,3,4,5,4,5,5,2,1,0,2062.6666667
Q,5,12,2,7,1,3,1,3,3,0,1,5,7,2,5,5,1,1,3,5,5,1,5,1,1,2,3525.0
Q,3,13,2,9,2,1,5,1,3,0,3,3,9,1,5,3,1,5,2,5,3,5,5,1,1,2,3318.3333333
P,2,16,1,12,6,1,1,1,3,0,5,4,12,1,3,1,3,4,1,4,5,1,5,1,1,3,1386.32
G,5,6,1,2,0,4,3,1,3,1,1,5,1,1,3,3,4,3,1,5,4,5,5,2,1,0,1872.0
C,8,12,1,7,1,2,5,1,2,0,1,3,1,1,3,5,4,4,5,5,5,5,5,1,1,1,1950.0
M,2,21,2,14,6,3,3,1,3,1,3,4,13,2,5,2,1,4,3,5,4,3,5,1,1,2,5500.0
P,2,18,2,13,2,5,4,2,1,0,4,3,12,1,5,2,2,5,5,5,3,1,5,1,1,2,5066.6666667
N,3,12,1,7,5,4,3,1,3,0,1,2,12,2,5,3,2,4,2,5,2,3,5,1,5,2,5125.0
D,1,13,1,9,6,5,5,1,1,4,4,5,13,1,6,5,2,5,5,5,5,5,5,1,5,2,7083.3333333
C,5,16,2,12,2,5,5,1,3,0,5,3,3,2,1,5,2,5,4,5,4,1,5,1,1,1,2634.6666667
P,2,18,2,13,2,5,5,2,3,0,2,4,12,1,4,4,2,5,5,5,4,1,5,1,2,2,5000.0
I,5,12,2,7,4,5,3,1,3,3,3,4,7,1,3,4,2,5,5,5,4,5,5,1,4,2,996.66666667
D,4,16,2,12,4,1,5,2,3,0,1,4,7,1,6,3,1,5,3,5,4,1,5,1,3,2,3633.3333333
I,1,16,1,12,3,5,5,1,3,3,5,3,7,2,2,1,2,5,4,5,2,5,5,1,1,2,2671.6666667
R,2,18,1,13,4,2,2,1,2,1,4,4,13,1,5,2,2,3,2,5,4,3,5,1,2,2,4116.6666667
O,0,14,1,11,3,3,3,2,1,1,3,4,11,1,6,2,2,4,3,4,3,2,4,1,3,2,2916.6666667
C,2,16,1,12,6,3,3,1,1,0,2,3,12,1,6,3,2,4,4,5,4,3,3,1,4,2,7750.0
P,2,18,2,13,3,4,1,2,3,0,2,3,13,1,5,3,2,5,5,2,2,1,5,1,2,2,4333.3333333
N,7,14,1,11,1,5,1,1,1,0,5,2,7,2,1,5,1,5,4,5,2,5,5,1,1,1,2253.3333333
B,8,13,1,9,6,1,1,1,2,0,1,2,9,2,5,2,2,4,4,2,1,5,5,1,1,1,4301.3333333
C,4,14,2,11,4,4,4,1,1,0,3,4,11,1,5,3,1,3,2,5,4,1,5,1,2,2,4541.6666667
S,9,12,2,7,4,1,1,1,3,0,4,3,7,2,1,1,1,4,2,3,3,2,2,2,1,0,1009.1666667
I,1,9,1,3,0,3,3,1,1,1,4,3,3,1,1,5,2,3,2,4,2,3,4,1,1,1,346.66666667
K,3,16,1,12,4,1,1,1,3,0,2,2,12,2,2,2,4,1,1,3,1,2,1,1,4,2,3275.0
S,5,12,1,7,2,4,4,3,2,2,3,4,7,1,3,5,1,5,5,5,5,5,5,1,1,2,1560.0
R,9,12,1,7,4,1,1,1,3,0,4,2,7,3,1,5,2,5,5,4,1,5,5,1,1,1,68553.33
Q,3,12,2,7,8,5,5,1,2,1,3,3,7,1,1,5,1,5,4,5,3,5,5,1,1,1,1191.6666667
O,2,18,2,13,4,4,4,2,3,0,1,3,12,2,1,4,2,4,5,4,4,3,3,1,3,2,4850.0
N,5,14,2,11,5,5,5,1,3,0,2,3,11,1,6,4,1,5,1,5,4,2,5,1,5,2,2912.0
Q,3,12,2,7,8,5,1,2,2,0,5,5,7,1,1,5,1,5,3,5,4,1,5,1,1,2,1841.6666667
P,2,18,2,13,2,5,2,2,3,0,1,3,12,1,1,3,1,5,5,5,4,2,5,1,1,1,5083.3333333
H,7,13,1,9,6,2,1,2,3,0,1,4,9,2,6,2,3,2,3,5,3,5,5,1,1,1,5017.2166667
K,4,12,2,7,4,5,5,1,1,0,3,2,7,3,4,4,1,1,2,3,2,1,5,1,1,1,588.33333333
G,4,13,2,9,9,4,3,1,3,0,3,1,7,1,3,2,3,4,1,3,4,1,5,1,1,2,3612.5
P,2,16,2,12,2,5,2,2,3,0,3,3,12,1,1,5,2,2,1,5,3,5,5,1,1,2,4266.6666667
G,7,13,1,9,9,1,1,1,3,0,1,3,7,2,5,5,4,5,1,2,5,5,5,1,1,1,5362.5
Q,5,13,2,9,1,1,1,1,3,0,2,2,7,2,3,1,1,2,1,5,1,5,5,2,1,0,1323.3333333
D,2,16,1,12,6,4,3,2,2,0,2,3,12,1,1,4,2,5,3,5,4,2,2,1,1,2,7916.6666667
P,5,14,2,11,1,5,4,3,3,0,3,4,7,1,4,3,2,5,5,4,2,5,5,1,1,1,912.34
Q,2,19,2,13,8,5,5,3,3,0,2,2,13,1,5,5,2,5,4,5,4,5,5,1,2,2,9333.3333333
Q,3,9,2,3,0,5,5,1,1,0,1,2,3,3,6,5,1,5,2,5,4,2,5,1,1,2,1775.0
F,9,12,1,7,1,1,5,1,2,0,3,1,7,2,3,3,2,1,1,5,5,5,5,2,1,0,1733.3333333
G,1,12,1,7,3,3,2,2,2,1,1,3,7,1,5,5,2,5,2,2,3,5,5,1,3,2,2018.1666667
N,2,16,1,12,6,3,3,1,3,1,5,3,7,2,3,2,4,5,2,5,5,1,5,1,1,2,3510.0
Q,3,13,2,9,8,4,1,1,2,0,1,3,9,1,1,1,2,4,1,5,4,5,5,1,1,2,1375.0
G,5,14,1,11,5,4,1,1,3,3,2,3,7,1,3,3,2,4,4,5,1,1,5,1,1,1,3948.0666667
J,3,12,1,7,4,5,2,1,1,4,5,4,11,2,6,3,2,3,5,5,4,2,5,1,3,2,9000.0
Q,2,18,2,13,3,5,5,2,3,0,5,5,13,1,5,3,1,5,1,5,4,1,5,1,5,1,2708.3333333
C,2,18,2,13,4,5,2,1,2,0,4,5,12,1,6,5,3,5,3,5,4,1,1,1,4,2,13750.0
O,5,12,2,7,4,1,1,2,2,3,1,4,7,2,5,2,1,2,3,4,3,5,4,1,1,1,2625.0
C,7,13,1,9,6,1,1,1,1,0,2,2,9,2,6,2,2,4,4,4,3,4,4,1,3,2,6541.6666667
H,1,12,2,7,4,1,2,1,3,2,5,3,7,3,2,4,2,1,2,2,3,1,5,2,1,0,1289.1666667
I,5,9,1,3,0,1,5,1,1,1,3,3,3,3,2,5,2,4,4,5,2,5,5,1,1,1,1300.0
C,7,12,1,7,5,1,5,1,3,0,1,3,7,3,5,5,3,5,4,5,5,5,5,1,1,2,14733.333333
N,3,9,2,3,0,5,4,1,3,1,3,3,7,1,5,5,2,2,3,5,5,4,5,1,2,1,2964.6666667
Q,1,18,2,13,8,5,5,1,2,4,5,5,12,2,5,2,2,5,4,4,2,1,1,1,1,1,7655.8333333
P,4,13,2,9,4,1,1,2,2,0,1,2,7,1,3,4,1,4,4,5,2,4,5,1,1,2,758.33333333
Q,1,16,2,12,8,3,1,2,3,2,2,1,12,1,6,5,2,5,5,5,4,2,5,1,3,2,7980.0
C,5,16,1,12,1,3,3,1,3,1,3,4,9,2,5,3,2,3,4,3,3,3,5,1,1,1,6250.0
G,1,13,1,9,5,5,5,1,3,1,3,4,9,1,5,5,2,5,4,5,5,5,5,1,5,2,2773.3333333
H,8,9,1,3,0,5,5,1,2,0,2,5,9,1,5,5,1,5,4,5,3,5,5,1,1,1,4400.0
J,3,18,1,13,5,5,5,1,3,1,3,5,7,1,6,3,3,5,5,5,5,1,2,1,5,3,10833.333333
Q,3,14,2,11,8,4,5,3,3,0,2,3,11,1,1,5,1,4,2,4,3,4,5,1,2,1,3848.3333333
S,3,12,2,7,5,2,3,1,3,1,5,5,7,2,3,3,3,4,3,4,3,2,4,1,1,2,1286.1333333
P,2,16,2,12,2,5,5,2,3,0,2,4,12,1,3,2,1,5,5,5,4,5,5,1,2,2,4208.3333333
C,2,16,1,12,6,1,1,1,1,0,2,3,12,1,5,4,2,1,1,5,4,2,5,1,4,3,6116.6666667
B,7,12,1,7,6,3,2,1,2,1,2,3,9,2,5,2,5,3,2,5,2,2,5,1,1,1,3291.6666667
M,2,19,2,13,7,5,5,1,1,2,3,4,13,1,6,2,2,5,3,5,4,5,5,1,2,2,7500.0
C,8,13,2,9,8,1,4,2,3,0,4,3,7,2,1,5,5,4,4,3,1,5,5,2,1,0,1976.0
C,1,16,1,12,5,4,2,1,3,4,4,3,12,2,5,3,2,5,5,5,5,1,4,1,1,2,16250.0
O,5,13,1,9,1,4,4,2,3,0,2,5,11,2,1,2,2,5,3,5,2,5,4,2,1,0,9166.6666667
K,3,14,2,11,4,5,5,1,1,0,4,4,12,3,6,4,2,5,4,5,4,1,5,1,2,2,10833.333333
Q,5,14,2,11,5,1,1,1,3,0,5,3,9,1,3,3,2,1,3,5,1,5,5,1,2,2,1443.6033333
C,2,16,1,12,5,4,4,1,1,0,4,4,12,1,6,3,2,4,2,5,4,2,3,1,5,3,10000.083333
P,2,16,1,12,8,4,4,1,2,3,4,4,12,1,5,5,2,4,3,3,2,3,2,1,1,2,2500.0
P,1,18,2,13,2,4,4,2,3,4,2,3,13,1,5,2,3,5,5,5,4,5,5,1,2,2,5833.3333333
K,2,16,1,12,5,1,1,1,1,0,4,4,12,1,1,2,1,4,4,5,5,1,1,1,1,3,5333.3333333
M,3,16,2,12,4,1,1,1,1,0,5,3,7,3,2,3,3,1,3,4,3,2,1,1,1,2,1560.0
J,1,14,1,11,6,5,4,1,1,3,1,2,7,3,1,5,2,5,5,5,4,5,5,1,2,2,4916.6666667
G,5,9,1,3,0,5,5,2,3,0,2,4,7,2,5,5,3,5,2,5,2,1,5,1,1,1,2166.6666667
F,7,12,2,7,6,5,5,2,3,0,3,3,7,1,4,3,1,5,1,5,4,5,5,1,1,3,7666.6666667
H,4,14,1,11,9,1,4,1,3,0,1,3,7,1,1,3,2,4,1,2,1,5,5,1,1,1,5416.6666667
J,9,13,2,9,8,1,1,1,3,0,3,4,7,1,2,5,2,3,1,2,1,5,5,2,1,0,1512.7272727
F,7,12,1,7,1,4,5,1,1,1,1,3,7,1,3,5,2,5,4,4,4,5,5,1,1,2,2966.6666667
G,1,16,1,12,3,5,5,1,3,5,2,3,7,1,6,4,2,5,5,5,3,4,5,1,2,2,3916.6666667
G,5,12,2,7,1,5,5,1,1,0,3,3,7,1,3,5,2,5,4,5,4,5,5,1,1,1,1560.0
Q,9,9,1,3,0,1,1,1,3,0,4,3,1,1,1,4,1,3,3,2,1,5,5,2,1,0,779.33333333
O,2,16,1,12,4,2,3,2,3,0,1,2,11,1,5,1,1,5,3,5,4,1,5,1,1,2,10250.0
I,9,12,1,7,1,1,5,1,2,0,3,4,7,2,1,2,3,5,2,5,4,4,5,1,1,1,1400.5333333
J,7,13,1,9,6,1,1,1,1,0,1,1,7,2,1,5,1,2,3,4,4,5,5,1,1,2,3813.3333333
N,5,12,2,7,3,5,1,1,2,0,5,5,7,2,3,2,3,1,1,1,1,5,5,2,1,0,953.33333333
J,2,9,2,3,0,1,1,1,3,0,1,1,7,2,5,1,3,1,1,5,1,1,5,1,1,1,2357.3333333
L,1,16,1,12,3,5,5,1,1,3,5,5,12,2,5,3,1,5,2,5,4,3,5,1,4,2,7500.0
C,7,12,1,7,6,4,4,1,3,0,3,3,7,3,6,4,2,3,3,5,2,2,4,1,2,2,8098.0
N,7,12,1,7,1,2,2,1,1,0,4,4,7,1,3,3,2,5,2,2,3,5,5,1,3,1,3033.3333333
C,1,16,1,12,4,5,5,1,2,1,5,3,12,1,5,5,2,5,4,5,3,3,5,1,4,2,5083.3333333
I,1,12,1,7,4,4,4,1,3,1,3,3,7,1,4,3,3,5,4,5,3,2,4,1,1,2,1733.3333333
T,5,12,2,7,4,5,1,1,3,0,2,4,7,2,2,1,1,5,5,5,3,4,4,2,1,0,866.66666667
O,1,21,1,14,4,4,3,2,1,1,5,3,14,2,6,2,2,4,2,2,2,1,1,1,3,2,12000.0
Q,2,14,2,11,8,4,1,1,3,2,3,5,12,2,5,3,1,4,5,5,4,5,5,1,1,1,7746.6666667
P,5,16,1,12,1,4,1,2,3,0,1,1,11,1,1,4,2,5,5,5,2,2,5,1,4,2,24062.5
Q,3,16,1,12,5,5,5,1,2,1,4,3,12,2,5,2,2,5,3,5,4,5,5,1,2,2,4298.3333333
G,5,12,2,7,1,5,3,1,3,0,3,5,7,3,5,5,3,5,1,1,1,5,5,1,1,1,1126.6666667
G,5,13,1,9,6,5,5,1,3,0,3,5,12,2,5,5,1,5,4,5,5,5,5,1,5,2,5564.3333333
I,5,9,2,3,0,4,1,1,1,0,4,4,3,1,3,5,2,5,5,4,3,5,5,1,1,1,1083.3333333
J,2,18,2,13,2,4,4,1,1,0,3,5,12,1,6,3,2,4,3,5,4,1,5,1,5,3,9083.3333333
I,5,13,2,9,8,5,4,1,3,0,4,4,1,1,1,4,3,5,5,5,3,5,5,2,1,0,3250.0
F,7,9,1,3,0,1,1,1,3,0,2,2,1,1,1,1,2,1,2,2,2,5,5,2,1,0,2275.0
C,3,12,2,7,8,1,1,1,3,0,4,2,7,1,5,2,2,1,2,5,4,1,5,1,1,2,869.5
M,4,12,2,7,8,1,1,1,3,0,1,1,7,1,5,2,1,1,1,1,1,1,5,1,1,1,3583.3333333
I,9,12,2,7,1,4,1,1,3,0,1,4,2,2,1,2,2,1,2,2,2,5,5,2,1,0,1137.5
G,8,12,1,7,1,5,5,1,3,0,1,4,7,2,5,2,3,5,5,5,5,5,5,1,1,1,2201.6666667
C,3,12,1,7,3,1,1,1,3,1,5,3,7,1,5,5,1,5,5,5,4,5,5,1,1,2,3022.5
F,2,18,2,13,4,4,4,1,2,1,3,4,13,2,5,2,4,5,4,5,4,1,1,1,3,2,6875.0
J,1,16,1,12,3,5,5,1,1,2,3,4,12,1,4,5,2,5,5,5,4,1,5,1,5,2,4000.0
P,3,12,2,7,8,3,2,2,3,0,3,3,7,3,1,4,1,4,2,4,2,5,4,1,1,2,823.33333333
K,2,18,1,13,5,2,2,1,3,0,2,3,13,2,3,2,2,1,2,2,5,1,5,1,4,3,6416.6666667
F,4,12,2,7,1,1,1,1,3,0,2,2,7,1,5,3,2,3,4,3,3,2,5,1,3,2,3733.3333333
M,2,16,2,12,5,5,5,2,3,0,5,3,12,1,5,4,1,5,3,4,3,1,5,1,5,2,5755.0
C,3,12,2,7,4,4,5,1,3,0,3,5,7,1,5,5,1,5,5,4,3,2,5,1,5,2,2498.25
G,5,12,1,7,1,4,5,1,3,0,4,4,7,1,1,5,1,5,4,3,3,4,5,1,1,1,1213.3333333
N,7,12,1,7,1,1,1,1,3,0,2,3,7,1,1,3,2,5,1,5,2,5,5,1,1,1,2639.0
H,3,14,1,11,5,5,5,2,1,3,2,4,7,1,1,2,2,5,5,5,2,5,5,1,1,2,2210.0
E,7,12,1,7,6,3,1,2,3,0,3,4,7,1,5,5,2,2,4,3,2,4,4,1,1,1,3756.6666667
K,4,12,2,7,1,1,1,1,3,0,3,1,7,1,1,2,3,1,1,3,1,1,5,1,1,2,3164.3333333
I,5,12,2,7,9,2,1,1,2,0,2,4,7,2,1,5,2,1,2,4,1,5,5,1,1,1,2816.6666667
O,4,12,2,7,8,1,1,2,3,0,3,1,7,1,1,5,1,1,1,5,1,5,5,1,1,1,3000.0
I,9,9,1,3,0,1,4,1,3,0,1,3,3,2,2,5,2,4,1,4,2,5,5,2,1,0,975.0
O,5,12,1,7,4,5,5,2,3,0,2,3,7,2,5,4,1,5,2,5,4,2,5,1,1,1,4250.0
Q,3,12,2,7,8,5,5,1,2,0,4,2,9,1,3,5,2,5,4,4,4,5,5,1,1,1,988.0
I,5,9,2,3,0,1,1,1,2,0,1,1,3,1,1,5,4,1,5,5,1,1,5,2,1,0,234.0
R,9,12,1,7,4,1,1,1,1,0,5,3,1,1,1,1,1,5,5,5,4,5,1,2,1,0,1083.3333333
P,2,18,2,13,2,1,1,2,3,0,1,3,12,1,5,2,1,4,2,4,2,2,1,1,2,2,10000.0
Q,3,12,2,7,8,2,1,2,3,0,2,2,9,1,1,3,4,2,1,4,4,1,2,2,1,0,1677.0
G,1,12,1,7,4,5,5,1,3,2,2,3,7,3,5,4,1,5,4,5,3,2,5,1,1,2,9166.6666667
G,5,12,1,7,1,4,1,2,2,0,1,3,7,1,1,3,3,4,2,5,4,5,5,1,1,1,1031.3333333
C,3,16,1,12,3,4,3,1,1,0,3,5,11,1,6,3,2,5,3,4,4,2,5,1,3,3,3483.3333333
J,4,12,2,7,8,5,5,1,1,0,5,5,7,3,1,5,3,5,5,5,3,5,5,1,1,2,3380.0
C,1,16,2,12,3,2,2,1,3,1,3,3,7,2,1,2,2,3,4,3,2,2,5,1,1,1,4175.0
G,5,12,2,7,1,4,1,1,3,1,5,5,7,2,3,3,2,1,4,4,1,1,5,1,1,1,2838.0
E,8,12,1,7,1,4,4,1,3,0,1,3,3,1,3,4,2,5,5,5,4,5,5,2,1,0,1863.3333333
R,3,14,1,11,3,2,3,2,3,0,3,3,7,2,4,2,1,5,2,2,2,3,2,1,1,2,2392.0
P,2,16,2,12,5,5,5,1,3,0,2,4,12,2,4,2,2,5,5,5,2,5,2,1,1,1,1326.6666667
C,1,16,2,12,3,5,5,1,1,1,3,4,12,1,5,2,2,5,5,5,3,3,5,1,1,2,7291.6666667
R,5,12,1,7,1,1,2,2,3,0,2,3,7,1,5,2,2,4,2,4,2,5,5,1,1,1,2300.0
H,8,16,1,12,4,1,1,1,3,0,1,2,7,2,1,1,4,1,2,4,1,5,5,2,1,0,1179.75
J,2,16,2,12,4,2,1,1,3,0,4,5,12,1,6,4,3,4,4,5,5,1,5,1,1,3,7583.3333333
P,2,18,2,13,2,5,5,2,3,0,3,4,12,1,5,3,2,5,5,5,4,5,5,1,2,2,3333.3333333
C,8,14,1,11,2,1,1,1,2,0,2,3,7,2,5,5,2,3,5,5,2,2,5,1,1,1,4780.15
Q,3,16,2,12,4,4,5,3,1,0,3,3,13,1,5,5,2,5,5,5,5,2,3,1,2,2,3295.0
F,3,12,1,7,6,2,2,1,1,3,3,4,9,1,6,5,1,3,2,2,2,1,1,1,4,2,6833.3333333
O,5,13,1,9,4,5,5,2,1,0,1,4,7,1,4,3,2,3,2,5,4,5,5,2,1,0,3300.0
C,9,9,1,3,0,1,1,1,3,0,4,3,7,2,3,1,1,1,1,5,4,5,5,2,1,0,650.0
J,2,16,1,12,6,4,1,1,1,3,2,5,12,2,6,3,2,5,5,5,5,1,1,1,5,3,5462.5
P,2,18,2,13,3,4,1,2,1,0,2,4,12,2,5,5,1,5,5,5,4,5,5,1,4,2,4083.3333333
G,5,12,2,7,8,5,5,1,3,0,1,1,7,1,5,5,2,5,4,5,5,5,5,1,1,2,1433.3333333
C,7,12,1,7,1,2,1,1,3,0,2,3,1,1,1,2,3,1,4,4,3,5,5,2,1,0,2632.5833333
P,2,18,2,13,4,5,4,2,3,0,4,5,12,2,5,2,3,4,2,4,3,3,5,1,3,1,4583.3333333
O,2,18,1,13,4,3,3,2,3,0,3,4,12,2,6,2,2,4,4,2,4,1,5,1,2,2,8750.0
G,5,16,1,12,1,2,1,1,3,0,4,3,7,2,1,5,2,2,2,5,2,1,5,1,1,1,812.5
Q,3,13,2,9,3,5,5,1,3,0,4,3,7,2,5,5,2,5,2,5,5,4,5,1,2,2,3366.6666667
P,2,18,2,13,2,5,4,2,3,0,2,3,12,1,3,3,2,4,5,5,3,1,5,1,3,2,7262.5
Q,3,16,2,12,5,1,1,1,3,0,1,3,12,2,5,3,2,4,2,5,2,4,3,1,1,2,1802.6666667
Q,2,14,2,11,8,2,2,1,3,1,2,2,11,1,2,2,2,2,2,3,2,5,5,1,1,2,4208.3333333
J,2,12,1,7,5,2,1,1,1,1,3,5,9,1,5,5,3,5,5,5,4,1,2,1,4,3,5000.0
H,8,18,1,13,4,5,5,1,3,2,2,5,7,3,6,5,2,5,5,5,4,5,5,1,2,2,4166.6666667
Q,4,14,2,11,1,5,1,3,3,0,1,2,11,1,5,3,2,4,3,4,3,1,5,1,4,2,3925.0
C,2,14,1,11,6,4,4,1,1,0,4,4,12,2,1,2,2,5,3,4,4,3,5,1,1,2,5200.3333333
K,1,16,1,12,4,5,5,2,2,1,1,2,12,2,6,4,1,5,5,5,4,2,5,1,3,2,4583.4166667
P,5,12,1,7,1,5,1,2,2,0,5,4,3,1,1,2,2,5,2,4,2,5,5,2,1,0,7280.0
O,5,13,2,9,8,5,5,1,2,0,1,3,7,1,2,1,4,5,5,4,5,5,5,2,1,0,3033.3333333
I,1,12,1,7,4,5,3,1,2,3,4,4,7,1,1,5,1,5,5,4,3,5,5,1,1,1,2183.3333333
Q,3,16,1,12,2,5,5,3,2,0,3,4,7,2,1,5,2,5,5,5,5,5,5,1,1,1,2057.5
C,8,12,2,7,1,5,1,1,2,0,1,5,7,1,1,4,1,5,4,5,5,5,5,1,1,1,3286.6666667
P,5,14,2,11,4,5,1,2,3,0,1,3,11,2,4,1,2,5,5,4,4,1,1,2,1,0,2083.3333333
Q,3,14,2,11,8,4,4,1,1,0,2,3,11,1,5,2,3,4,1,5,3,5,5,1,1,3,4645.4
G,9,14,2,11,1,1,1,1,2,0,1,2,3,2,1,1,1,4,2,5,1,5,5,1,1,1,2368.3333333
K,4,16,2,12,8,5,1,1,1,0,2,2,7,3,1,2,2,5,5,4,4,1,5,1,1,2,3333.3333333
N,4,18,2,13,2,4,3,1,1,0,4,4,7,2,1,3,2,1,3,5,3,3,1,1,1,2,2773.3333333
P,5,14,2,11,2,5,1,2,3,0,2,4,11,3,1,5,1,2,5,5,3,5,4,1,1,2,2121.6666667
O,4,12,1,7,4,1,1,2,3,0,3,2,7,2,1,1,3,1,1,1,1,1,5,1,1,1,1083.3333333
C,8,12,1,7,1,1,1,1,3,0,1,1,7,1,1,5,2,1,1,2,2,5,5,2,1,0,2600.0
P,2,13,2,9,2,4,3,2,3,0,1,3,11,3,1,5,2,2,5,5,3,5,5,1,1,1,1666.6666667
